qid	uuid	is_answear
1790	7854	1.0
1941	10111	0.0
3609	2657	0.0
4107	15147	0.0
833	4326	0.0
861	4587	0.0
578	2486	0.0
886	5690	0.0
5106	8612	0.0
1036	16214	0.0
790	8100	0.0
999	1266	0.0
3609	5153	0.0
507	2021	0.0
729	8033	1.0
1694	2063	0.0
3386	18653	0.0
323	4209	0.0
5525	14987	0.0
366	8607	0.0
4922	8086	0.0
2288	13761	0.0
351	16215	0.0
4742	7813	0.0
719	6830	0.0
698	6772	0.0
6593	6535	0.0
4490	8182	1.0
1021	9650	0.0
2	4418	0.0
18	9868	0.0
514	1007	0.0
294	6898	0.0
1405	5776	1.0
1144	20014	0.0
1049	22223	0.0
108	6866	0.0
2474	2888	0.0
102	8672	0.0
1035	2828	0.0
6050	7220	0.0
2096	675	0.0
3111	6867	0.0
808	23327	0.0
772	14192	0.0
406	12983	0.0
4320	14753	0.0
784	6704	0.0
265	1408	0.0
3306	5676	0.0
226	1864	0.0
1663	6105	0.0
3283	9151	0.0
1004	9611	0.0
6	2661	0.0
2033	3950	1.0
522	2022	0.0
725	4181	0.0
1911	268	0.0
835	14392	1.0
5444	2824	0.0
129	10426	0.0
361	13460	0.0
731	987	1.0
2695	13076	0.0
984	767	1.0
2341	2975	1.0
63	6307	0.0
363	5099	0.0
2321	3378	1.0
13	14547	0.0
1614	791	0.0
24	233	0.0
2649	4285	0.0
3363	7954	0.0
1022	5207	0.0
837	5559	0.0
4257	3876	0.0
1932	7696	0.0
5355	2468	0.0
1761	3098	0.0
2572	10046	0.0
389	9836	0.0
2355	3999	0.0
1649	562	0.0
1526	2139	0.0
62	947	0.0
409	6607	0.0
6684	1443	0.0
2460	3680	0.0
1249	2667	0.0
3636	7288	0.0
2931	1769	0.0
10	43	0.0
2355	8093	0.0
2281	6195	0.0
2475	2560	0.0
175	8091	0.0
719	2694	0.0
4730	6671	0.0
879	14918	0.0
1933	11385	0.0
671	5895	0.0
5752	5389	0.0
305	3631	1.0
3782	6664	0.0
4835	13975	0.0
3015	21271	0.0
5911	19174	1.0
367	19726	0.0
165	2611	0.0
1922	17908	0.0
3345	15103	0.0
1741	3869	0.0
1142	166	0.0
3373	1625	0.0
1713	2493	0.0
707	2968	0.0
2387	3606	0.0
387	3734	0.0
26	18332	0.0
143	7680	0.0
1897	10828	0.0
6890	6268	0.0
13	721	0.0
564	13559	0.0
327	2691	0.0
1007	22899	0.0
6431	1544	0.0
1903	391	0.0
35	9028	0.0
4877	1580	1.0
542	18337	0.0
2138	17338	0.0
1566	3932	0.0
555	8089	0.0
2496	10387	1.0
3044	8743	0.0
6506	10213	0.0
4499	9173	0.0
2146	22300	1.0
995	8978	0.0
1551	4847	0.0
3052	23700	0.0
1827	8750	0.0
1241	3399	0.0
3925	7571	0.0
159	3895	0.0
140	1253	0.0
503	4662	0.0
197	7710	0.0
426	10073	0.0
5352	1145	0.0
49	21510	0.0
2867	22871	0.0
794	12328	0.0
1281	3703	0.0
6770	11691	1.0
3173	6683	0.0
5330	2395	1.0
460	4010	0.0
2222	3740	0.0
60	60	0.0
2885	4666	0.0
291	8175	0.0
1345	18728	0.0
4426	7804	0.0
173	13583	0.0
5939	9651	1.0
4833	18777	1.0
4149	10615	0.0
558	3690	0.0
2614	6223	0.0
2725	1646	0.0
45	895	0.0
3485	3685	0.0
628	13549	0.0
6111	139	1.0
623	9856	0.0
1749	2835	0.0
912	7083	0.0
315	13905	0.0
1750	2548	0.0
5414	18719	0.0
162	5703	0.0
2513	13585	0.0
7	9619	0.0
247	10333	0.0
459	1917	0.0
1046	19504	0.0
123	12217	0.0
631	12716	0.0
5318	9570	0.0
1396	4711	1.0
3514	13255	0.0
884	313	0.0
2169	8142	0.0
2399	3905	0.0
2991	4043	0.0
3443	7555	0.0
5503	965	1.0
960	7569	0.0
981	7923	0.0
743	8634	0.0
2541	24167	0.0
2906	7687	0.0
2795	19004	0.0
252	2715	0.0
827	6985	0.0
5903	9661	0.0
4531	11359	0.0
968	6053	0.0
3407	2682	1.0
220	11949	0.0
81	14619	0.0
459	6158	0.0
1616	9391	1.0
4450	587	1.0
1009	5735	0.0
66	18421	0.0
1766	8138	0.0
2572	4103	1.0
175	2143	0.0
1096	25191	0.0
3540	6330	0.0
102	7869	0.0
1847	19725	0.0
1558	4038	0.0
673	1165	0.0
3047	11562	0.0
375	3540	0.0
2963	2256	0.0
1008	3091	0.0
1908	24284	1.0
6281	15380	0.0
609	11240	0.0
2757	16235	0.0
1994	3808	0.0
2540	1783	0.0
286	2239	0.0
1006	4647	0.0
3452	15319	1.0
926	15267	0.0
195	5838	0.0
452	3349	0.0
1474	14245	0.0
357	17737	0.0
52	4246	0.0
1834	4455	0.0
175	2137	0.0
768	16733	0.0
732	891	0.0
1255	16878	0.0
603	681	0.0
1197	3661	0.0
1067	9389	0.0
4658	21259	0.0
1407	19479	0.0
1931	5757	0.0
671	15460	0.0
2755	6933	0.0
263	6719	0.0
5501	9793	0.0
2328	2040	0.0
1486	10721	0.0
945	18993	0.0
507	268	0.0
1158	12319	0.0
2044	1876	0.0
1475	20332	0.0
100	4406	0.0
1323	14854	0.0
528	20646	0.0
999	7115	0.0
738	8487	0.0
1531	9165	0.0
5089	18010	0.0
1922	20292	0.0
1769	1536	0.0
573	5152	0.0
303	14527	0.0
2941	15395	0.0
1142	3917	0.0
4096	25666	0.0
342	13162	0.0
1435	1984	0.0
698	11593	0.0
4836	4765	0.0
4827	12562	0.0
1297	16050	0.0
5323	5142	0.0
2010	3318	0.0
786	8195	1.0
3790	5369	1.0
5110	2720	0.0
6752	935	0.0
644	4447	0.0
1101	1312	0.0
160	10931	0.0
5694	7416	1.0
6323	5726	0.0
1028	8311	0.0
1354	13300	0.0
2324	942	0.0
4983	19281	0.0
1681	12238	0.0
69	4375	0.0
2593	5337	0.0
2968	5039	0.0
321	7562	0.0
3177	575	0.5
49	4888	0.0
130	444	0.0
2153	10933	0.0
1902	2562	0.0
910	7915	0.0
3510	3866	0.0
3963	2221	0.0
357	11958	0.0
50	2279	0.0
2399	20102	0.0
1590	1624	0.0
795	7401	0.0
610	185	0.0
128	2940	0.0
127	3110	0.0
424	5382	1.0
808	9608	0.0
325	1710	0.0
968	6277	0.0
570	6024	1.0
5240	8631	0.0
1637	2263	0.0
1540	11392	0.0
7240	4042	0.0
433	2063	0.0
2599	2246	0.0
5874	9848	0.0
1358	13593	0.0
1113	1218	0.0
5457	9151	0.0
1282	1702	1.0
2656	2991	0.0
3903	3324	1.0
242	18152	0.0
83	14069	0.0
693	2025	0.0
3754	15470	0.0
5164	11648	0.0
295	5477	1.0
5282	15075	1.0
152	14807	0.0
782	1276	0.0
4316	16400	0.0
1492	2578	1.0
1822	6291	0.0
189	348	0.0
3630	6132	0.0
108	7553	0.0
885	7670	0.0
2014	7127	1.0
6219	10127	0.0
3108	4226	0.0
3137	1191	0.0
62	14019	0.0
250	1583	0.0
841	4110	0.0
127	10143	0.0
3615	9382	0.0
3869	6911	0.0
2582	4863	0.0
234	1558	0.0
381	3879	0.0
49	8027	0.0
4561	2196	1.0
553	148	0.0
2527	1111	0.0
4681	20433	0.0
2208	3256	1.0
1221	15407	0.0
2984	8791	0.0
175	7314	0.0
4453	4566	0.0
4488	24831	0.0
951	5958	0.0
2121	1357	0.0
3626	11026	0.0
2578	9887	0.0
1007	21952	0.0
1035	2784	0.0
375	537	0.0
4053	6016	0.0
1571	2459	1.0
884	5769	0.0
1310	16732	0.0
1941	9824	0.0
504	16790	0.0
1978	1218	0.0
1082	5678	1.0
648	5761	0.0
4733	8464	0.0
291	1011	0.0
46	14290	0.0
4197	7188	0.0
2414	5073	1.0
1571	9530	0.0
81	21830	0.0
6161	4003	0.0
350	5985	0.0
1608	5337	0.0
2395	12774	0.0
1590	148	0.0
2025	7683	0.0
10	123	0.0
4820	6147	0.0
4996	3050	0.0
693	6070	0.0
5903	6751	0.0
1221	25067	0.0
673	21385	0.0
584	7022	0.0
172	3488	0.0
18	2313	0.0
6810	11647	0.0
4012	8984	0.0
85	6846	0.0
18	22119	0.0
620	3582	0.0
2449	11722	1.0
2212	14239	0.0
1685	678	0.0
1519	7275	1.0
1650	7091	0.0
229	7550	1.0
1722	5691	0.0
1001	9260	0.0
6098	7927	0.0
2635	2645	0.0
1004	8092	0.0
4315	9539	0.0
165	2725	0.0
5462	24948	0.0
529	13199	0.0
257	1425	0.0
516	6082	0.0
2911	394	0.0
195	31	0.0
3261	56	1.0
43	1581	0.0
5048	7121	0.0
317	899	0.0
85	5734	0.0
2441	5449	0.0
363	3470	0.0
61	1255	0.0
126	17278	0.0
675	562	0.0
113	4647	0.0
5314	7863	0.0
3401	11388	0.0
310	16417	0.0
214	26010	0.0
113	318	0.0
794	2613	0.0
2343	8632	0.0
471	11055	0.0
964	14298	0.0
366	7835	0.0
665	976	0.0
3754	25966	0.0
329	5887	0.0
7503	8048	1.0
6424	19862	0.0
3102	1895	0.0
1032	17241	0.0
1622	11150	1.0
1802	6681	0.0
430	14510	0.0
5433	5856	0.0
3090	492	1.0
3440	4704	0.0
2005	7642	0.0
1383	12986	0.0
49	13558	0.0
2570	27004	1.0
511	6588	1.0
2138	2672	0.0
1496	4314	0.0
883	8865	0.0
294	4829	0.0
273	15417	1.0
81	305	0.0
3155	9431	0.0
409	7159	0.0
1301	363	0.0
649	4168	0.0
77	8953	0.0
433	572	0.0
1590	1172	0.0
506	1609	0.0
126	20364	0.0
3903	12639	0.0
536	7128	1.0
1693	11674	0.0
2890	7460	0.0
2796	12945	0.0
2106	10117	0.0
1576	5334	0.0
52	13488	1.0
865	6086	0.0
1857	6465	0.0
932	4516	0.0
4578	15090	0.0
1360	2787	0.0
632	4813	0.0
901	7455	1.0
3190	14047	0.0
1100	1393	0.0
2718	4438	0.0
348	2057	0.0
1242	8183	1.0
189	5756	0.0
4878	6867	0.0
4030	13259	0.0
18	13373	0.0
140	2623	0.0
503	1148	0.0
2336	7777	0.0
6720	2016	0.0
5531	8539	0.0
5249	7693	0.0
6963	1063	1.0
1166	11245	0.0
4821	958	0.0
662	1651	0.0
2827	1179	1.0
18	11010	0.0
2640	13682	0.0
495	3640	0.0
1760	457	0.0
1428	3675	0.0
1435	354	0.0
4156	3867	0.0
2248	447	0.0
539	3881	0.0
5603	5503	1.0
2284	15708	0.0
288	26726	0.0
45	8631	0.0
1910	9438	0.0
460	2144	0.0
2237	1440	0.0
249	1959	0.0
262	18679	0.0
334	2879	0.0
47	2888	0.0
946	6730	0.0
295	5816	0.0
1036	6896	0.0
725	9013	0.0
4415	3590	0.0
6534	21945	0.0
2546	4667	0.0
1352	3832	0.0
3512	810	0.0
2507	7325	0.0
1203	18082	0.0
192	5165	0.0
175	7102	0.0
1018	13644	1.0
5577	935	1.0
1048	133	0.0
2194	1242	0.0
1532	2591	0.0
447	11213	0.0
205	5509	1.0
1257	22759	0.0
378	4459	0.0
347	5711	0.0
1870	3830	0.0
998	65	0.0
774	1624	0.0
4298	75	0.0
2044	3371	1.0
142	2490	0.0
130	16878	0.0
1940	6771	0.0
4437	211	0.0
3944	9035	0.0
873	1058	0.0
250	8796	0.0
596	940	0.0
4001	14545	0.0
3480	23208	0.0
468	8735	0.0
574	4478	0.0
2041	6604	0.0
31	16480	0.0
300	8238	1.0
1280	12000	0.0
126	15760	0.0
5092	4106	0.0
4660	11141	0.0
1732	7515	0.0
516	11176	0.0
35	6630	0.0
55	11699	0.0
553	15113	0.0
265	4171	0.0
4434	1852	0.0
712	11974	1.0
795	7918	0.0
1681	4468	0.0
2917	4334	1.0
3594	289	0.0
2522	9833	0.0
556	20042	0.0
3685	8542	0.0
27	7286	0.0
6048	3504	0.0
1659	115	0.0
45	6326	0.0
1196	18163	0.0
341	370	0.0
137	3413	0.0
353	3859	0.0
4646	16324	0.0
624	9116	0.0
743	16879	0.0
443	6681	0.0
813	4463	1.0
2	5777	0.0
27	307	0.0
2088	11813	0.0
2744	1435	0.0
294	4010	0.0
274	26741	1.0
4652	8172	0.0
2459	1420	0.0
573	2939	0.0
5890	274	0.0
2118	3231	1.0
754	8880	0.0
288	13099	0.0
2891	7816	0.0
3267	17158	0.0
3581	10584	0.0
567	1625	0.0
5018	17694	0.0
6093	5591	1.0
541	16821	0.0
1538	2342	0.0
698	772	0.0
301	8677	0.0
791	10457	0.0
1552	21119	0.0
35	2022	0.0
1960	1147	0.0
969	13158	0.0
2859	2365	0.0
1723	757	0.0
2164	3510	0.0
473	5715	0.5
4039	1313	0.0
790	18	0.0
1685	3010	1.0
1696	12146	1.0
1753	1086	0.0
146	8507	0.0
5735	18897	0.0
6140	3207	0.0
2583	1516	0.0
3181	6652	0.0
857	5140	0.0
887	14898	0.0
1375	2277	1.0
81	8407	0.0
2018	9803	0.0
589	8906	0.0
372	17067	0.0
329	6401	0.0
52	4835	0.0
1831	3096	0.0
2520	10378	0.0
28	6459	0.0
782	7606	0.0
973	7961	0.0
2744	2616	0.0
1809	18984	0.0
3561	1642	0.0
4911	14919	0.0
631	14716	0.0
558	3387	1.0
6179	18006	0.0
1087	8508	0.0
181	14913	0.0
1119	2576	0.0
558	15038	0.0
37	21044	0.0
537	1364	0.0
1496	4406	0.0
2196	3459	0.0
6551	15473	0.0
348	3582	0.0
675	18449	0.0
1364	3882	0.0
871	24239	0.0
1107	5032	1.0
2606	10408	0.0
1004	17327	0.0
853	18751	0.0
411	6184	1.0
3674	220	0.0
340	3374	0.0
2004	3541	0.0
1541	1782	0.0
2932	1175	0.0
2511	5882	0.0
3692	2189	0.0
4933	3766	0.0
44	1271	1.0
153	6879	0.0
1136	2268	0.0
2955	262	0.0
2654	2301	1.0
4072	7774	0.0
1201	1294	0.0
388	15312	0.0
294	6049	0.0
579	2046	0.0
5878	449	1.0
148	3465	0.0
1303	10565	1.0
784	7519	0.0
5	14105	0.0
4341	16974	0.0
1527	9878	0.0
2763	2110	0.0
289	166	0.0
1390	10586	0.0
1350	10187	0.0
3216	9135	0.0
1139	3950	1.0
1235	704	0.0
772	11472	0.0
424	5373	1.0
634	14387	0.0
938	11704	0.0
2283	11862	0.0
4182	8237	0.0
6296	7252	0.0
873	530	0.0
1360	2826	0.0
5104	10274	0.0
1382	4468	0.0
5461	14500	0.0
2794	10460	0.0
5862	12826	0.0
2098	11240	1.0
1437	2538	0.0
6177	15175	0.0
5329	14554	0.0
90	8739	0.0
1333	10421	0.0
2248	8495	0.0
7	4565	0.0
623	4728	0.0
2109	3465	0.0
4646	11704	0.0
175	647	1.0
3144	2308	0.0
4663	9403	0.0
2268	3346	0.0
732	5953	0.0
544	1605	0.0
321	13491	0.0
4965	12051	1.0
367	11736	0.0
2566	16085	0.0
1008	17432	0.0
5834	19500	0.0
2648	1856	0.0
150	1476	0.0
3154	980	0.0
379	5880	0.0
500	3783	0.0
1010	2403	0.0
2	3606	0.0
780	1625	0.0
358	13157	0.0
2254	11434	0.0
40	4197	0.0
221	3748	0.0
3190	10686	0.0
4715	817	1.0
114	7433	0.0
707	11910	0.0
907	10681	1.0
2911	8197	0.0
277	4627	0.0
85	7820	0.0
533	8075	1.0
3140	13634	0.0
1514	9680	0.0
633	17684	0.0
514	16688	0.0
5131	9792	0.0
841	906	0.0
304	3680	0.0
2907	25903	0.0
1412	9379	0.0
1561	9903	1.0
869	10058	1.0
1004	12505	0.0
181	3380	0.0
321	3067	0.0
3688	2691	0.0
1996	148	1.0
7402	10322	0.0
438	12019	0.0
929	4453	0.0
2573	1374	0.0
458	12327	0.0
434	233	0.0
252	27080	1.0
452	244	0.0
50	6780	0.0
347	344	0.0
211	4109	0.0
453	2576	1.0
6371	2520	0.0
799	8972	0.0
503	8632	0.0
830	1408	0.0
2178	1686	0.0
4591	12583	0.0
388	19506	0.0
5274	3434	0.0
378	8459	0.0
3141	9513	0.0
5741	5762	1.0
2072	16893	1.0
631	673	0.0
2728	3670	0.0
1525	5991	0.0
6200	8716	0.0
3982	12711	0.0
1809	23230	0.0
267	12721	0.0
357	11667	0.0
2153	1471	0.0
2017	16417	0.0
78	10625	0.0
3593	6321	0.0
447	5230	0.0
506	14167	0.0
5682	439	0.0
2098	25591	0.0
5058	3684	0.0
2426	1953	1.0
4190	17179	0.0
3877	18052	0.0
850	5978	0.0
4375	1651	0.0
5451	5086	0.0
1375	958	0.0
7365	12496	1.0
1490	14109	0.0
4444	8512	0.0
6560	5369	0.0
27	166	0.0
1579	3601	0.0
5028	18600	0.0
184	7661	0.0
5324	12362	0.0
34	26799	0.0
1113	1089	0.0
990	5874	0.0
2638	25795	0.0
869	12751	0.0
782	10731	0.0
2313	19254	0.0
1142	2475	0.0
519	14188	0.0
2286	12932	0.0
152	14804	0.0
1350	10415	0.0
3439	1844	0.0
2382	568	0.0
268	12063	0.0
493	8766	0.0
310	13760	0.0
2512	5315	1.0
3444	8195	1.0
1188	1551	0.0
1909	10655	0.0
1021	4268	0.0
584	7423	0.0
1917	2691	0.0
121	19868	0.0
522	1374	0.0
2890	3123	0.0
897	1676	0.0
953	1774	0.0
250	9042	0.0
1082	12778	0.0
808	15865	0.0
2612	17912	0.0
2228	14591	0.0
1464	6148	0.0
136	6158	0.0
3216	2090	0.0
2361	23014	0.0
524	1834	0.0
3458	3024	0.0
510	5651	0.0
408	3493	0.0
3314	7375	0.0
64	13610	0.0
291	1108	0.0
2221	787	1.0
1857	4506	0.0
2087	677	1.0
1649	4562	0.0
159	17650	0.0
3428	1814	0.0
4642	9835	0.0
2950	9305	0.0
83	12099	0.0
1663	4118	0.0
128	3341	0.0
5011	21231	0.0
5053	530	0.0
1701	3856	0.0
1208	189	1.0
3978	10475	1.0
78	5691	0.0
3015	18498	0.0
2419	1409	0.0
2190	7186	1.0
3881	8582	0.0
499	10196	0.0
432	2167	0.0
45	12015	0.0
281	26650	0.0
4677	13462	0.0
433	4114	0.0
2553	27	1.0
2328	16447	0.0
396	1286	0.0
3966	26144	0.0
5977	8085	0.0
989	6146	0.0
954	3203	0.0
2152	16791	0.0
4675	9764	0.0
573	851	0.0
81	21946	0.0
1247	3618	1.0
5500	1176	1.0
2044	1167	0.0
3488	2024	0.0
2227	5765	0.0
3429	4313	0.0
983	13929	0.5
897	5677	0.0
4096	19477	0.0
883	5724	0.0
4117	18247	0.0
1843	2685	0.0
769	3897	0.0
78	8194	0.0
1140	12027	0.0
410	185	0.0
782	703	0.0
142	7053	0.0
1131	5560	0.0
4228	24636	1.0
6674	4310	0.0
1579	6461	0.0
271	3617	0.0
189	2528	0.0
3724	18071	0.0
3560	4387	0.0
294	2564	0.0
293	17444	0.0
3232	6350	0.0
497	5522	0.0
2383	7756	0.0
6252	25196	0.0
5808	498	0.0
1096	3917	0.0
219	11764	1.0
5107	1367	0.0
2483	2835	0.0
497	6292	0.0
182	8630	0.0
5639	7764	1.0
3373	8453	0.0
3734	20287	0.0
3700	2084	0.0
2575	10711	0.0
1495	3767	0.0
4687	18748	0.0
70	184	0.0
1951	1769	0.0
6346	3518	0.0
1281	19446	0.0
108	13897	0.0
5714	7990	0.0
5596	19474	0.0
1362	1460	0.0
1382	626	0.0
308	11350	0.0
1142	2005	0.0
2109	9207	0.0
3172	2846	0.0
1542	28	0.0
2517	19254	0.0
164	10	0.0
1021	2274	0.0
408	2233	0.0
4693	18425	0.0
2722	10155	0.0
1280	4186	0.0
762	8588	0.0
593	2022	0.0
190	6297	0.0
1340	11676	0.0
2017	17139	0.0
1613	11627	0.0
2065	12796	1.0
2902	3605	0.0
969	5459	0.0
879	1065	0.0
250	2611	0.0
438	16616	0.0
336	5249	0.0
3954	22232	0.0
1570	8945	0.0
321	10751	0.0
2034	3048	0.0
1075	3468	0.0
123	11062	0.0
1004	4323	0.0
3202	849	0.0
406	346	0.0
6079	8646	1.0
993	12558	0.0
4431	4064	0.0
6259	12583	0.0
3760	11634	0.0
1547	20663	0.0
2869	6136	0.0
159	2834	0.0
409	155	0.0
286	11364	0.0
2087	1023	0.0
2231	2349	0.0
4359	25767	0.0
871	12640	0.0
4538	9661	0.0
897	16028	0.0
808	3053	0.0
568	8309	0.0
1510	1843	0.0
945	6621	0.0
1623	788	1.0
5024	5676	0.0
880	1118	0.0
1074	9097	0.0
320	7490	0.0
3273	8510	0.0
688	8073	0.0
679	1639	0.0
519	5470	0.0
3443	2034	0.0
4315	24277	0.0
3472	4600	0.0
388	18836	0.0
4429	25811	1.0
4315	5913	0.0
2657	3859	0.5
3925	16575	0.0
5196	6710	0.0
6395	11695	0.0
1953	18465	0.0
1140	6796	0.0
515	13768	0.0
1639	3199	0.0
1139	4104	1.0
4082	18319	0.0
6709	5256	1.0
3068	9159	0.0
1223	10046	0.0
4504	2617	0.0
1106	1366	1.0
4214	4578	0.0
2526	3476	0.0
7	1053	0.0
347	6429	0.0
2690	1807	0.0
4513	4265	0.0
5046	5896	0.0
211	7896	1.0
5999	1877	0.0
148	3068	0.0
43	10776	0.0
2128	6780	0.0
368	767	1.0
797	5411	0.0
181	6395	0.0
1354	13267	0.0
6117	2009	0.0
267	13835	0.0
292	794	0.0
2653	7062	0.0
175	2150	0.0
4186	8217	0.0
409	86	0.0
136	3030	0.0
453	2083	0.0
434	5732	0.0
1079	2960	0.0
4382	16093	1.0
2268	25406	0.0
1702	4829	0.0
1947	26039	0.0
153	22371	0.0
3271	10439	0.0
2001	9331	0.0
307	10512	1.0
753	110	0.0
921	23599	0.0
1880	8676	0.0
100	5953	0.0
102	15278	0.0
335	3343	0.0
768	5052	0.0
942	2108	0.0
6876	2480	1.0
1685	2451	0.0
555	13493	0.0
64	8860	0.0
209	22476	0.0
3297	449	0.0
1092	5184	0.0
3729	7649	0.0
469	2429	0.0
2624	8491	0.0
1737	12280	0.0
795	6843	0.0
90	2922	0.0
2809	273	0.0
6926	8536	1.0
488	4224	0.0
501	1577	0.0
579	880	0.0
730	2377	0.0
523	15534	0.0
6326	10241	1.0
433	46	0.0
2523	22953	0.0
4706	110	0.0
563	10032	0.0
6302	1830	0.0
612	133	0.0
2199	1970	1.0
2181	24601	0.0
1137	429	0.0
1316	2508	0.0
8	2730	0.0
1010	3890	0.0
1004	10750	0.0
5001	21023	0.0
2995	13164	0.5
363	9990	0.0
156	7451	0.0
839	319	0.0
341	13663	0.0
1134	2673	1.0
118	6233	0.0
1347	16772	0.0
168	20600	0.0
214	3139	0.0
113	8797	0.0
63	8839	0.0
2044	8227	0.0
2555	3324	1.0
377	5936	0.0
6727	26564	1.0
5280	15641	1.0
62	10520	0.0
329	764	0.0
162	23194	0.0
3327	11186	0.0
2295	7517	0.0
1925	5820	0.0
1347	550	0.0
2031	10736	0.0
3776	765	0.0
95	142	0.0
3107	1058	1.0
4179	19503	0.0
1944	32	0.0
520	5691	0.0
1959	8255	0.0
631	2633	0.0
1698	2295	0.0
853	1781	1.0
1790	8303	1.0
559	7346	0.0
5014	15534	0.0
1869	168	1.0
984	8101	0.0
2228	14652	0.0
384	8912	0.0
1489	1722	0.0
1115	3461	0.0
1673	4334	1.0
1306	10920	0.0
195	5816	0.0
190	170	0.0
1484	17989	0.0
1579	1530	0.0
1217	7628	0.0
2980	2965	0.0
2804	12549	0.0
3674	711	0.0
1776	9831	0.0
1196	11244	0.5
2230	10122	0.0
1004	3725	0.0
3609	425	0.0
277	6685	0.0
875	15922	0.0
744	864	0.0
1770	16055	1.0
355	1267	0.0
433	171	0.0
492	8657	0.0
3930	4676	1.0
956	7493	0.0
1844	574	0.0
1742	2520	0.0
378	6379	0.0
701	2539	0.0
277	1655	0.0
1669	26166	0.0
968	14537	0.0
5703	450	1.0
2718	4878	1.0
293	10535	0.0
4706	826	0.0
189	11946	0.0
693	4204	0.0
3754	12332	0.0
347	158	0.0
1158	3380	0.0
4900	13910	0.0
1010	1306	0.0
1957	3232	0.0
1261	7462	0.0
2044	171	0.0
519	7029	0.0
968	16644	1.0
2213	5190	0.0
367	3687	0.0
725	6386	0.0
2577	4466	1.0
214	9794	0.0
765	7121	0.0
2990	16889	0.0
2044	3705	0.0
6117	749	1.0
542	3548	0.0
625	11359	0.0
4012	3824	0.0
2795	11221	0.0
1260	10976	0.0
3944	2943	0.0
434	5637	0.0
2946	4672	0.0
356	5375	0.0
1434	2102	0.0
4309	10138	0.0
908	17327	0.0
63	17633	0.0
3952	15898	0.0
528	8233	1.0
5769	3935	0.0
1317	882	0.0
3601	7296	0.0
101	12060	0.0
1286	13713	0.0
5220	9840	0.0
78	1954	0.0
1702	2249	1.0
63	8864	0.0
4991	24911	0.0
2121	1883	0.0
1556	1350	0.0
2288	7996	0.0
4102	6897	0.0
952	9120	0.0
2972	17560	1.0
755	2370	0.0
45	16042	0.0
3265	2491	0.0
1350	7681	0.0
3987	9173	1.0
416	1440	0.0
627	7346	0.0
81	3051	0.0
102	17519	0.0
299	7214	0.0
4783	14397	0.0
406	17776	0.0
62	2834	0.0
1785	9866	1.0
295	923	0.0
2667	7752	0.0
839	629	0.0
968	11188	0.0
3324	1652	0.0
184	7007	0.0
793	1867	1.0
3674	20528	0.0
43	7395	0.0
1803	530	0.0
246	11403	1.0
304	19444	0.0
1317	998	0.0
1654	6233	1.0
2511	5152	0.0
5942	6819	0.0
3466	11141	0.0
2228	9491	0.0
671	11527	0.0
3162	3147	0.0
2169	10958	0.0
505	16239	0.0
474	877	0.0
347	204	1.0
473	8180	0.0
557	7463	0.0
1141	1136	0.0
291	18883	0.0
519	15550	0.0
275	5337	0.0
3801	7985	0.0
4919	7111	0.0
4655	21904	0.0
3952	6398	0.0
86	6655	0.0
1455	7455	1.0
7020	1682	1.0
1201	645	0.0
788	2056	0.0
6273	1143	0.0
4683	663	0.0
887	3471	0.0
1219	13741	0.0
2906	4905	1.0
3455	11526	0.0
4282	3605	0.0
2438	11556	0.0
1380	118	0.0
294	9858	0.0
872	7393	0.0
140	2528	0.0
559	5759	0.0
2	1600	0.0
784	5015	0.0
1309	2915	0.0
518	13550	0.0
1649	4250	0.0
12	8920	0.0
652	4334	1.0
257	2475	0.0
4003	7813	0.0
1751	22691	0.0
642	3889	0.0
1647	13431	0.0
304	12922	0.0
125	8844	0.0
830	6920	0.0
159	10971	0.0
366	397	0.0
2212	149	0.0
3944	6330	0.0
4570	19587	0.0
1273	5461	0.0
1140	7385	0.0
388	26156	0.0
1647	9334	0.0
5936	6037	0.0
5656	12817	0.0
2959	4626	1.0
1539	9586	0.0
411	6953	0.0
61	17498	0.0
942	578	0.0
103	102	0.0
497	6049	0.0
1509	7155	0.0
77	1349	0.0
5589	23032	0.0
367	12499	0.0
791	727	0.0
1140	2571	0.0
3543	18045	0.0
4292	6832	0.0
689	2490	0.0
390	5559	0.0
18	6096	0.0
4806	646	1.0
3037	2037	0.0
66	3735	0.0
1856	3448	0.0
2191	13169	0.0
2297	19501	0.0
433	3808	0.0
852	3372	0.0
367	6968	0.0
535	20546	1.0
1924	7991	0.0
1880	7338	1.0
1008	8758	0.0
784	10995	0.0
102	3161	0.0
4034	12787	0.0
227	8308	0.0
4469	6062	0.0
1897	15803	0.0
761	8431	0.0
802	891	0.0
291	6996	0.0
4503	17538	0.0
507	172	0.0
3546	2981	0.0
3339	20700	0.0
4853	9017	0.0
968	9825	0.0
5789	4578	0.0
505	8803	0.0
764	8644	0.0
206	18387	0.0
3148	7873	0.0
1607	8038	0.0
18	2679	0.0
113	2450	0.0
125	8801	0.5
6522	16287	0.0
803	14807	0.0
7	2241	0.0
175	523	0.0
5419	9321	1.0
899	11600	1.0
5438	2285	0.0
4451	11676	0.0
4233	5237	0.0
4283	1110	0.0
755	2325	0.0
2680	3565	0.0
3196	17098	0.0
3812	5371	0.0
432	4670	0.0
1550	4730	0.0
2606	6533	0.0
522	578	0.0
356	16821	0.0
47	7112	0.0
6740	7321	0.0
2004	1999	1.0
221	2887	0.0
77	17325	0.0
